1.1,"Bacterial infection","Asthma",NULL,NULL,01000
1.1,"Bacterial infection","Asthma",NULL,NULL,01001
1.1,"Bacterial infection","Asthma",NULL,NULL,01002
1.1,"Bacterial infection","Asthma",NULL,NULL,01003
1.1,"Bacterial infection","Asthma",NULL,NULL,01004
1.1,"Bacterial infection","Asthma",NULL,NULL,01005
1.1,"Bacterial infection","Asthma",NULL,NULL,01006
1.1,"Bacterial infection","Asthma",NULL,NULL,01010
1.1,"Bacterial infection","Asthma",NULL,NULL,01011
1.1,"Bacterial infection","Asthma",NULL,NULL,01012
1.1,"Bacterial infection","Asthma",NULL,NULL,01013
1.1,"Bacterial infection","Asthma",NULL,NULL,01014
1.1,"Bacterial infection","Asthma",NULL,NULL,01015
1.1,"Bacterial infection","Asthma",NULL,NULL,01016
1.1,"Bacterial infection","Asthma",NULL,NULL,01080
1.1,"Bacterial infection","Asthma",NULL,NULL,01081
1.1,"Bacterial infection","Asthma",NULL,NULL,01082
1.1,"Bacterial infection","Asthma",NULL,NULL,01083
1.1,"Bacterial infection","Asthma",NULL,NULL,01084
1.1,"Bacterial infection","Asthma",NULL,NULL,01085
1.1,"Bacterial infection","Asthma",NULL,NULL,01086
1.1,"Bacterial infection","Asthma",NULL,NULL,01090
1.1,"Bacterial infection","Asthma",NULL,NULL,01091
1.1,"Bacterial infection","Asthma",NULL,NULL,01092
1.1,"Bacterial infection","Asthma",NULL,NULL,01093
1.1,"Bacterial infection","Asthma",NULL,NULL,01094
1.1,"Bacterial infection","Asthma",NULL,NULL,01095
1.1,"Bacterial infection","Asthma",NULL,NULL,01096
1.1,"Bacterial infection","Asthma",NULL,NULL,01100
1.1,"Bacterial infection","Asthma",NULL,NULL,01101
1.1,"Bacterial infection","Asthma",NULL,NULL,01102
1.1,"Bacterial infection","Asthma",NULL,NULL,01103
1.1,"Bacterial infection","Asthma",NULL,NULL,01104
1.1,"Bacterial infection","Asthma",NULL,NULL,01105
1.1,"Bacterial infection","Asthma",NULL,NULL,01106
1.1,"Bacterial infection","Asthma",NULL,NULL,01110
1.1,"Bacterial infection","Asthma",NULL,NULL,01111
1.1,"Bacterial infection","Asthma",NULL,NULL,01112
1.1,"Bacterial infection","Asthma",NULL,NULL,01113
1.1,"Bacterial infection","Asthma",NULL,NULL,01114
1.1,"Bacterial infection","Asthma",NULL,NULL,01115
1.1,"Bacterial infection","Asthma",NULL,NULL,01116
1.1,"Bacterial infection","Asthma",NULL,NULL,01120
1.1,"Bacterial infection","Asthma",NULL,NULL,01121
1.1,"Bacterial infection","Asthma",NULL,NULL,01122
1.1,"Bacterial infection","Asthma",NULL,NULL,01123
1.1,"Bacterial infection","Asthma",NULL,NULL,01124
1.1,"Bacterial infection","Asthma",NULL,NULL,01125
1.1,"Bacterial infection","Asthma",NULL,NULL,01126
1.1,"Bacterial infection","Asthma",NULL,NULL,01130
1.1,"Bacterial infection","Asthma",NULL,NULL,01131
1.1,"Bacterial infection","Asthma",NULL,NULL,01132
1.1,"Bacterial infection","Asthma",NULL,NULL,01133
1.1,"Bacterial infection","Asthma",NULL,NULL,01134
1.1,"Bacterial infection","Asthma",NULL,NULL,01135
1.1,"Bacterial infection","Asthma",NULL,NULL,01136
1.1,"Bacterial infection","Asthma",NULL,NULL,01140
1.1,"Bacterial infection","Asthma",NULL,NULL,01141
1.1,"Bacterial infection","Asthma",NULL,NULL,01142
1.1,"Bacterial infection","Asthma",NULL,NULL,01143
1.1,"Bacterial infection","Asthma",NULL,NULL,01144
1.1,"Bacterial infection","Asthma",NULL,NULL,01145
1.1,"Bacterial infection","Asthma",NULL,NULL,01146
1.1,"Bacterial infection","Asthma",NULL,NULL,01150
1.1,"Bacterial infection","Asthma",NULL,NULL,01151
1.1,"Bacterial infection","Asthma",NULL,NULL,01152
1.1,"Bacterial infection","Asthma",NULL,NULL,01153
1.1,"Bacterial infection","Asthma",NULL,NULL,01154
1.1,"Bacterial infection","Asthma",NULL,NULL,01155
1.1,"Bacterial infection","Asthma",NULL,NULL,01156
1.1,"Bacterial infection","Asthma",NULL,NULL,01160
1.1,"Bacterial infection","Asthma",NULL,NULL,01161
1.1,"Bacterial infection","Asthma",NULL,NULL,01162
1.1,"Bacterial infection","Asthma",NULL,NULL,01163
1.1,"Bacterial infection","Asthma",NULL,NULL,01164
1.1,"Bacterial infection","Asthma",NULL,NULL,01165
1.1,"Bacterial infection","Asthma",NULL,NULL,01166
1.1,"Bacterial infection","Asthma",NULL,NULL,01170
1.1,"Bacterial infection","Asthma",NULL,NULL,01171
1.1,"Bacterial infection","Asthma",NULL,NULL,01172
1.1,"Bacterial infection","Asthma",NULL,NULL,01173
1.1,"Bacterial infection","Asthma",NULL,NULL,01174
1.1,"Bacterial infection","Asthma",NULL,NULL,01175
1.1,"Bacterial infection","Asthma",NULL,NULL,01176
1.1,"Bacterial infection","Asthma",NULL,NULL,01180
1.1,"Bacterial infection","Asthma",NULL,NULL,01181
1.1,"Bacterial infection","Asthma",NULL,NULL,01182
1.1,"Bacterial infection","Asthma",NULL,NULL,01183
1.1,"Bacterial infection","Asthma",NULL,NULL,01184
1.1,"Bacterial infection","Asthma",NULL,NULL,01185
1.1,"Bacterial infection","Asthma",NULL,NULL,01186
1.1,"Bacterial infection","Asthma",NULL,NULL,01190
1.1,"Bacterial infection","Asthma",NULL,NULL,01191
1.1,"Bacterial infection","Asthma",NULL,NULL,01192
1.1,"Bacterial infection","Asthma",NULL,NULL,01193
1.1,"Bacterial infection","Asthma",NULL,NULL,01194
1.1,"Bacterial infection","Asthma",NULL,NULL,01195
1.1,"Bacterial infection","Asthma",NULL,NULL,01196
1.1,"Bacterial infection","Asthma",NULL,NULL,01200
1.1,"Bacterial infection","Asthma",NULL,NULL,01201
1.1,"Bacterial infection","Asthma",NULL,NULL,01202
1.1,"Bacterial infection","Asthma",NULL,NULL,01203
1.1,"Bacterial infection","Asthma",NULL,NULL,01204
1.1,"Bacterial infection","Asthma",NULL,NULL,01205
1.1,"Bacterial infection","Asthma",NULL,NULL,01206
1.1,"Bacterial infection","Asthma",NULL,NULL,01210
1.1,"Bacterial infection","Asthma",NULL,NULL,01211
1.1,"Bacterial infection","Asthma",NULL,NULL,01212
1.1,"Bacterial infection","Asthma",NULL,NULL,01213
1.1,"Bacterial infection","Asthma",NULL,NULL,01214
1.1,"Bacterial infection","Asthma",NULL,NULL,01215
1.1,"Bacterial infection","Asthma",NULL,NULL,01216
1.1,"Bacterial infection","Asthma",NULL,NULL,01220
1.1,"Bacterial infection","Asthma",NULL,NULL,01221
1.1,"Bacterial infection","Asthma",NULL,NULL,01222
1.1,"Bacterial infection","Asthma",NULL,NULL,01223
1.1,"Bacterial infection","Asthma",NULL,NULL,01224
1.1,"Bacterial infection","Asthma",NULL,NULL,01225
1.1,"Bacterial infection","Asthma",NULL,NULL,01226
1.1,"Bacterial infection","Asthma",NULL,NULL,01230
1.1,"Bacterial infection","Asthma",NULL,NULL,01231
1.1,"Bacterial infection","Asthma",NULL,NULL,01232
1.1,"Bacterial infection","Asthma",NULL,NULL,01233
1.1,"Bacterial infection","Asthma",NULL,NULL,01234
1.1,"Bacterial infection","Asthma",NULL,NULL,01235
1.1,"Bacterial infection","Asthma",NULL,NULL,01236
1.1,"Bacterial infection","Asthma",NULL,NULL,01280
1.1,"Bacterial infection","Asthma",NULL,NULL,01281
1.1,"Bacterial infection","Asthma",NULL,NULL,01282
1.1,"Bacterial infection","Asthma",NULL,NULL,01283
1.1,"Bacterial infection","Asthma",NULL,NULL,01284
1.1,"Bacterial infection","Asthma",NULL,NULL,01285
1.1,"Bacterial infection","Asthma",NULL,NULL,01286
1.1,"Bacterial infection","Asthma",NULL,NULL,01300
1.1,"Bacterial infection","Asthma",NULL,NULL,01301
1.1,"Bacterial infection","Asthma",NULL,NULL,01302
1.1,"Bacterial infection","Asthma",NULL,NULL,01303
1.1,"Bacterial infection","Asthma",NULL,NULL,01304
1.1,"Bacterial infection","Asthma",NULL,NULL,01305
1.1,"Bacterial infection","Asthma",NULL,NULL,01306
1.1,"Bacterial infection","Asthma",NULL,NULL,01310
1.1,"Bacterial infection","Asthma",NULL,NULL,01311
1.1,"Bacterial infection","Asthma",NULL,NULL,01312
1.1,"Bacterial infection","Asthma",NULL,NULL,01313
1.1,"Bacterial infection","Asthma",NULL,NULL,01314
1.1,"Bacterial infection","Asthma",NULL,NULL,01315
1.1,"Bacterial infection","Asthma",NULL,NULL,01316
1.1,"Bacterial infection","Asthma",NULL,NULL,01320
1.1,"Bacterial infection","Asthma",NULL,NULL,01321
1.1,"Bacterial infection","Asthma",NULL,NULL,01322
1.1,"Bacterial infection","Asthma",NULL,NULL,01323
1.1,"Bacterial infection","Asthma",NULL,NULL,01324
1.1,"Bacterial infection","Asthma",NULL,NULL,01325
1.1,"Bacterial infection","Asthma",NULL,NULL,01326
1.1,"Bacterial infection","Asthma",NULL,NULL,01330
1.1,"Bacterial infection","Asthma",NULL,NULL,01331
1.1,"Bacterial infection","Asthma",NULL,NULL,01332
1.1,"Bacterial infection","Asthma",NULL,NULL,01333
1.1,"Bacterial infection","Asthma",NULL,NULL,01334
1.1,"Bacterial infection","Asthma",NULL,NULL,01335
1.1,"Bacterial infection","Asthma",NULL,NULL,01336
1.1,"Bacterial infection","Asthma",NULL,NULL,01340
1.1,"Bacterial infection","Asthma",NULL,NULL,01341
1.1,"Bacterial infection","Asthma",NULL,NULL,01342
1.1,"Bacterial infection","Asthma",NULL,NULL,01343
1.1,"Bacterial infection","Asthma",NULL,NULL,01344
1.1,"Bacterial infection","Asthma",NULL,NULL,01345
1.1,"Bacterial infection","Asthma",NULL,NULL,01346
1.1,"Bacterial infection","Asthma",NULL,NULL,01350
1.1,"Bacterial infection","Asthma",NULL,NULL,01351
1.1,"Bacterial infection","Asthma",NULL,NULL,01352
1.1,"Bacterial infection","Asthma",NULL,NULL,01353
1.1,"Bacterial infection","Asthma",NULL,NULL,01354
1.1,"Bacterial infection","Asthma",NULL,NULL,01355
1.1,"Bacterial infection","Asthma",NULL,NULL,01356
1.1,"Bacterial infection","Asthma",NULL,NULL,01360
1.1,"Bacterial infection","Asthma",NULL,NULL,01361
1.1,"Bacterial infection","Asthma",NULL,NULL,01362
1.1,"Bacterial infection","Asthma",NULL,NULL,01363
1.1,"Bacterial infection","Asthma",NULL,NULL,01364
1.1,"Bacterial infection","Asthma",NULL,NULL,01365
1.1,"Bacterial infection","Asthma",NULL,NULL,01366
1.1,"Bacterial infection","Asthma",NULL,NULL,01380
1.1,"Bacterial infection","Asthma",NULL,NULL,01381
1.1,"Bacterial infection","Asthma",NULL,NULL,01382
1.1,"Bacterial infection","Asthma",NULL,NULL,01383
1.1,"Bacterial infection","Asthma",NULL,NULL,01384
1.1,"Bacterial infection","Asthma",NULL,NULL,01385
1.1,"Bacterial infection","Asthma",NULL,NULL,01386
1.1,"Bacterial infection","Asthma",NULL,NULL,01390
1.1,"Bacterial infection","Asthma",NULL,NULL,01391
1.1,"Bacterial infection","Asthma",NULL,NULL,01392
1.1,"Bacterial infection","Asthma",NULL,NULL,01393
1.1,"Bacterial infection","Asthma",NULL,NULL,01394
1.1,"Bacterial infection","Asthma",NULL,NULL,01395
1.1,"Bacterial infection","Asthma",NULL,NULL,01396
1.1,"Bacterial infection","Asthma",NULL,NULL,01400
1.1,"Bacterial infection","Asthma",NULL,NULL,01401
1.1,"Bacterial infection","Asthma",NULL,NULL,01402
1.1,"Bacterial infection","Asthma",NULL,NULL,01403
1.1,"Bacterial infection","Asthma",NULL,NULL,01404
1.1,"Bacterial infection","Asthma",NULL,NULL,01405
1.1,"Bacterial infection","Asthma",NULL,NULL,01406
1.1,"Bacterial infection","Asthma",NULL,NULL,01480
1.1,"Bacterial infection","Asthma",NULL,NULL,01481
1.1,"Bacterial infection","Asthma",NULL,NULL,01482
